영화명,평점,리뷰
닥터 스트레인지: 대혼돈의 멀티버스,10,누가재미없다고함?ㅡㅡ 스케일 스토리 전반적으로 굿굿  일단 스케일로 잡아먹음
범죄도시2,10,범죄도시1급의 임팩트
센티넬,7,야차는 평점10점 만점을 주는 놈들이 이 영화는 평균 평점6점을 준다고?
악질경찰,10,넷플릭스 영화 최고입니다
범죄도시2,10,스토리의 부재빈곳을 꽉채우는 배우들의 연기와 음향 액션연출.
지구를 지켜라!,10,최고의 영화 추천합니다.
컴 애즈 유 아,8,장애인도 성인남자다
범죄도시2,10,재밋다 역시 배우진들 그대로 나오는 영화는최고다
게드전기 - 어스시의 전설,10,난 너무 재밌게봤는데 왜케 평점이 낮지
범죄도시2,10,넘무 재밌어요...또 보려 합니다
범죄도시2,10,전부다재미가나더라구요
범죄도시2,10,1편을 안보고 봐도 인생 영화
범죄도시2,6,넘무자비 청불로해야했음
더 배드 배치,6,초반의 흥미로운 설정에 비해 뒤로 갈수록 뭐가 없고 심심해요
극장판 주술회전 0,10,"5번인가 6번 봤는데 계속 봐도 안 질리는 영화... 내용, 작화, 연출, 구성, 음악까지 전부 완벽해"
범죄도시2,10,너무 재밌게 봤어요!!
범죄도시2,10,1보다 재밌어요 ....
범죄도시2,10,긴 말이 필요없다. 까불지말고 꼭 보시길!!
범죄도시2,10,강추! 초초강추! 말 필요없다
범죄도시2,10,진짜 재밌어요 또 보고싶은 영화
사이버 지옥: N번방을 무너뜨려라,1,편향적인 미디어들의 침소봉대
범죄도시2,10,최고입니다 그냥 오랜만에 제대로된 영화봤네요
범죄도시2,10,시간가는줄 모르고 봐써요ㅋㅋ존잼
범죄도시2,10,요근래 본 영화 중 최고 잼
범죄도시2,10,1편 보다 잼잇는 2편 첨이에요
밀정,10,밀정  10번도  넘게본것 갓네요  봐도봐도 볼때마다  느끼는감정이 새롭고 출연진들의  연기또한 실제로 역사의 인물들이 살아서되돌아온것같은 느낌  볼때마다  애국심 생기고 저토록 대한민국 의 독립을위해  목숨을 받친 의열단  그분들이 있섯기에  이렇게 후손들이 잘살고 있구나  하는 마음 입니다 밀정은  명작 입니다  후손들도  볼수있게  티비에서  가끔 해주시면  감사하겠습니다 제작해주신 스텝 분들에게도  감사합니다
누가 그녀와 잤을까?,10,정말로 웃긴 너무나 재미있는 영화다.  이 영화는 지금같은면 충분히 300만명은 찍는다
범죄도시2,10,개인적으로 범도2보다 재미있네요지극히 개인적인겁니다^^더 시원시원합니다
돌멩이,2,너무 비호감이다 일반사람들에 대해 너무 억지스럽고 나쁜사람 만드는 영화다. 병원이 재판이 소재가. 장애인을 바라보는 우리들의 눈이라면 국민의 수준을 너무 낮게 평가하는것 같다 공감갈 수 있는 부분이 없다.이영화를 제작시킨사람 작가한테 욕만 나온다
범죄도시2,10,극한직업이후 본영화 ㅎ너무재밌네용. 완전웃었음!
블레이드,10,"한 시대를 풍미했던 손꼽히는 액션영화 중 하난데, 썸넬 상태가 왜 이따구임?? 어떤 새끼냐 대체??  트레일러에서 쌔고 쌘 멋있는 장면 중에 골라도 개극혐인 장면을 썸넬로 찍어놨네ㅋㅋ"
범죄도시2,8,재밋다 1편보다 더 마니
범죄도시2,10,마동석짱 짱 상쾌 통쾌 유쾌!!!
범죄도시2,10,코로나때문에답답한마음엄청나거듣요그런데이영화보고그냥속이시원시원하다고해야되나~1편보다2편이더재미인는거갔아요
범죄도시2,10,"일단ㅡ나는  .여자.전작과   인물들  이어서  몇몇이  나오는  것도  재밌었고.(왜  우리는 마블  못해?시리즈로  가자 걍!!)잔인한   장면인데도   촘촘한  유머..실제로  아메 빨아먹다가 뿜어서 바닥에 민폐끼쳤는데  우리신랑 스크린만보면서  웃고  있더라;;영화끝나고  차 안에서 그 얘기하고  서운했다고  하니,  언제  그랬냐고 ㅡㅡ몰랐다고."
범죄도시2,10,역시는 역시 다~~마동석 넘  멋찜~~^^연기력 짱 ~~ 액션코믹의 대가~~
범죄도시2,4,억지로 웃고 억지로  꿰맞추고.. 1탄이 100이면2탄은 60점  솔직후기
범죄도시2,10,계속 생각나는 영화!! 시즌3에서 만나요!
범죄도시2,10,
범죄도시2,10,스트레스 확 풀리고 너무 재밌네요.
범죄도시2,4,범죄도시의 성공은 윤계상과 조선족 역할이었다. 그들이 없으니 역시 그저그런 영화
범죄도시2,10,진짜 너무 재밌고 ㅠㅠ 시리즈물 중에서 이렇게 만족도 높은 영화는 처음이에요 시즌8까지 나온다고 하던데 싹 다 영화관가서 보고싶네용
범죄도시2,10,가족들과 아주 재밌게 보고왔네요  1편만큼 재밌었네요..웃긴요소도 많고  ㅎ ㅎ 보면 후회는 안할듯 합니다~~
범죄도시2,10,진짜 너무 재밌었다ㅠㅠ후회는 없었다
범죄도시2,10,진짜 너무 재밌었다ㅠㅠ후회는 없었다
범죄도시2,10,진짜 너무 재밌었다ㅠㅠ후회는 없었다
범죄도시2,10,진짜 너무 재밌었다ㅠㅠ후회는 없었다
범죄도시2,8,아니 왜 장이수 언급이 없냐? ㅋㅋㅋ
랑종,2,참.. 초반보다 안봤다 5살 어린애가봐도 유치할듯
범죄도시2,8,1편보다 재미는 up 다크함은 down
범죄도시2,10,구씨 미워하기 싫어서 볼 자신이 없어요 ㅜ 나해방 종영하고 여운좀 끝나면 볼께요 ㅈㅅ ㅜㅜ
닥터 스트레인지: 대혼돈의 멀티버스,8,볼거리는 제법 있는데 살짝 아쉬운 뭔가가...
범죄도시2,10,시간가는줄 모르고 봐ㅆ어요
범죄도시2,10,생각했던 거 보다 진짜 재밌었고 스릴 넘쳐서 좋았어요 무엇보다 배우들의 연기에 한 번 더 집중하게 되더라구요 ~~앞으로 더 기대되는 작품인 거 같아요
범죄도시2,10,간만에 보는 통쾌 하면서 속이 뻥 뚫리는 액션감 좋았습니다 하루하루 스트래스 많은 분들께 강추 합니다
블랙 호크 다운,10,첨엔 안보려했는데 끝까지 보게되는 작품 시실적 섬세한 표현력이 우수하고 편향되지않고 전쟁의 실상과 비극을 잘나타내고있다
시니어 이어,10,
제리 맥과이어,4,산만하고 정신없고 재미없어서 중간에 그만둠
반지의 제왕: 반지 원정대,10,본 기억 삭제하고 새롭게 보고싶어
반지의 제왕: 두 개의 탑,10,본 기억 삭제하고 새롭게 보고싶어
반지의 제왕: 왕의 귀환,10,본 기억 삭제하고 새롭게 보고싶어
범죄도시2,10,전작보다는 덜하겠지 정도의 기대감만 안고 봤는데 그 이상이었다.
범죄도시2,10,마동석 시원시원하고 중간중간 농담도 재밌었어요 속편 기대해봅니다
범죄도시2,10,또 보구 싶을정도로 너무 재밌게 봤네여 ~
범죄도시2,10,완전 재밌었어요 진짜 강추!! 대박
범죄도시2,10,재미적인 요소가 많이 들어가서 재밌었습니당 후속작이 나온다면 다시 청불로 들어가보는건 어떨까 생각합니다
터미널,2,"소재는 좋았는데, 고작 뉴욕까지 와서 공항에 갇히고 끝까지 버틴 이유가 싸인 하나때문이란게 어이가 없다. 여주도 어이없게 다시 유부남한테 가네"
범죄도시2,9,진짜 너무나도 시원한 뻔치소리!
범죄도시2,10,진짜 개재밋음 왜 안 보고 잇는지 ㅃㄹ 보삼
범죄도시2,10,욕하지 마! 한국말 다 알아 임마! ㅋㅋㅋㅋ
범죄도시2,10,액션과 코믹이 교차되면서 지루하지않고 시간 가는줄 모르고 봤네요^^ 3시리즈도 기대가 됩니당 인생영화!!
침묵,4,그냥 음주 운전 조장해라 ㅋㅋㅋ 쓰레기들아
공공의 적,10,몇년에 한번씩 보는 명작  설경구 명배우 라고 느낀다. 배우같지 않은 친구같은 동네형 같은 친숙한 연기.개인적 으로는 싫치만  영화상 에서 특히 빛나는배우
범죄도시2,10,마동석의 화끈한엑션빠른전개악당 회장의 카리스마연기 굿
범죄도시2,10,너~~~무 잼씀 굿굿굿굿!!!
범죄도시2,10,쟝첸이 안나와서 아쉬웠지만역대급 빌런역할 손석구님 너무 멋있어요!!마지막까지 후덜덜한 눈빛잊을수가 없어요~~~~영화끝나고 지하주차장 가는데 괜시리 등골이 오싹했네요 킄시즌3도 기다려집니다~~
범죄도시2,7,PC 끼얹기를 안 한 것만으로도 좋은 오락영화가 됰 느낌. 괜히 후속작 만들 때 어설프게 페미니스트들 주장 받아들여서 어정쩡한 여자 캐릭터 끼워넣기만 안 하길 바람.
범죄도시2,10,기대한것처럼 너무 재밌어
범죄도시2,10,장이수 믿고본다  진짜 개웃기네 ㅋㅋ
범죄도시2,9,생각보다 많이 웃으면서 봤어요
인투 더 스톰,10,최고의 역대급 재난영화 입니다. 촬영방법이 궁금해지네요. 영화가 주는 메세지도 좋았습니다. 그럼 또다시 강렬했던 폭풍속으로 한번 더 들어가 봅시다.
범죄도시2,10,즐겁고 재미있게 봤습니다.
피끓는 청춘,10,재밌어요!!!사투리대박ㅋㅋ다들연기를너무잘함 조연배우들 뜨기전이였는지캐스팅이 화려하네요
연애 빠진 로맨스,10,3번 봐도 재밌다....
범죄도시2,7,[225번째 후기] 2편 강해상의 소름끼치는 잔인함이 1편 장첸의 묵직함을 넘어 서지는 못했다. 그래서 2편이 더 가볍고 자극적이다.
범죄도시2,10,정말 재밌게 봤습니다.
범죄도시2,10,전 까불이인데요~  개인적으로 1편보다 더 잼있었던거 같다ㅎ
범죄도시2,8,더도말고 덜도말고 코미디+액션조오금영화강해상의 존재감이 너무 없음 장첸은 거의 세계관 최강자로 설정하고 마동석과도 비등비등 누가이길까 조마조마 했는데 강해상은 처음부터 따까리들 겨우 물리치고 마동석 만나자마자 바로 뚜들겨맞고 잡힘 OO임 그리고 잔바리 악역들 몇몇 지분 꽤 있을것처럼 떡밥 뿌려놨는데 바로 다음장면에서 칼한방맞고 나가떨어지는 OO임 그리고 출연끝 전체적으로 반은 웃기기 성공했는데 유머포인트가 너무 많고 조금 어색함 그냥 피나오는코미디영화 보고싶다 하면 추천
범죄도시2,10,너무 웃다가 울어서 눈화장 지워졌어요 ㅋㅋ 유쾌합니다
악질경찰,4,초등학교때 북한사람들을 괴물로 그리는 그림이 있었음   이 영화는 재벌을 똑같은 방식으로 괴물로 그리고 있음    사춘기같은 감독 밑에서 연기자 스태프들이 살리느라고 고생 많았을거같음
들리나요?,10,"엄마 아빠라고 부르시는 모습, 막둥이라는 애칭에 너무 자연스럽게 반응하는 모습, 웃거나 먹는모습에서 약간 어린소년이 보였어요. 강사로써 김창옥교수님이 아닌 전혀 다른 얼굴을 본것같아 신기했고 너무 재밌게 잘봤습니다:)"
야차,4,시간 죽이기는 괜찮은 영화딱 그정도팀원들 무적에 내용 전개 너무 예상됨예상됨
불도저에 탄 소녀,10,처음부터 끝까지 좋은 리듬으로 영화 전체에 생기가 돈다.무엇보다 참 재미있다.
범죄도시2,10,간만에 재밌게 봤습니다~
내가 처음으로 사랑한 소녀,10,"윙은 다른 남자의 아내가 되는 실비아의 결혼식 들러리를 왜 서주는걸까.마지막 실비아는 왜 윙의 질문에 대답을 해주지 않는걸까..영원한 친구라는 이름으로 포장하면서 끝맺지 못한 사랑을 우정으로 이어가려는 결말로 비춰질수도 있지만 왠지..이 영화의 후를 생각해본다면 실비아와 윙은 결혼식 이후 더이상 서로 연락하지 않았을거 같다.윙은 언젠가 또 다른 실비아를 만나겠지만 여전히 가슴속에 실비아를 그리워하겠고 , 실비아는 윙을 가슴속에 억지로 묻으면서 살아가려 할거같다.영화 너무 내 얘기가 같아서 마음이 아프다ㅠ"
본 아이덴티티,1,초반에 개 성질내내씨발
범죄도시2,10,내인생 최고였다 2000만가능
화이 : 괴물을 삼킨 아이,10,세번 봐도 재밌는 영화!!!
범죄도시2,8,오늘 보고 왔는데 1편 버금갈정도로 너무너무너무 재밌게 잘 보고 왔어요! 3도 기대할게요!!!!
범죄도시2,10,시종일관 심각한 분위기가 유지될수도 있는 영화지만 적절한 개그로 완급조절을 해서 영화가 끝날때까지 즐겁게 볼 수 있는 영화
사탄의 베이비시터,7,재밌었음 개그요소가 딱 내 취향이긴 했는데 뭔가가 조금 부족했다. 공포요소이려나? 빌런들도 너무 쉽게 죽고.. 악역맡은 여배우는 섹시하긴 했다
범죄도시2,10,영화관에서 사람들 다 오오 오우야 이러고 봄진짜 개꿀잼이었다ㄹㅇ 보기전으로 돌아가서 다시 보고싶다
범죄도시2,10,
뜨거운 피,10,오랜만에 잘 만든 느와르를보았다. 더오리지널이 기대된다
나이트메어 3 - 꿈의 전사,8,2편에 비해 재밌게 봤었음 낸시 또 나와서 좋았다
모비우스,10,평점이 너무 낮아서 재미없을줄 알았는데 개인적으로 닥터스트레인지2보다 재미있었습니다. 평점평균 올리려고 10점 드려요
범죄도시2,9,산과함께 부산행 모두 1편을 괜찮게 봐서 후속편을 기대하였습니다. 하지만 결과는 모두 기대 이하였습니다. 범죄도시 또한 1편을 재밌게 봤지만 앞서 한국영화가 보여준 전래가 있었기 때문에 큰 기대는 하지 않았습니다. 결과는 수작이라고 생각합니다. 1편의 장첸이 보여준 압도적 카리스마를 풍기는 연기를 손석구 배우님이 또 다른 방식으로   엄청난 인상을 안겨주었습니다. 아직 얘매 하지 않으신분들은 꼭한번 보는것을 추천드리겠습니다.
범죄도시2,9,재밌어요
성원,10,제 첫사랑은 성원의 장백지였습니다 ㅎ
미드소마,7,"로테이트 한번 뿐인 효율적 공간 이동, 대칭에서 오는 배치적 긴장감, 초점과 명도 대비로 비극을 극대화 하는 정교한 연출이 밀도감 있게 잘 설계 되었다."
닥터 스트레인지: 대혼돈의 멀티버스,10,좋아하는 히어로의 이야기라 너무 재미있게 봤어요. 강추 강추
범죄도시2,10,"진짜 뻥안치고 너무 잼있어서 어제오늘 연달아 두번봤어요 친구들과 한번,남편과 한번! 1보다더잼있구요 실제로 있었던 얘기라 더 몰입도 됐고 그런쓰레기를 마동석이 줘패는데 너무 시원했어요!"
콜 미 바이 유어 네임,2,올리버 배신자 나쁜놈 엘리오 가지고 놀았음
닥터 스트레인지: 대혼돈의 멀티버스,9,
범죄도시2,10,정말 잼있게 봤습니다. 코믹적인 대사와  액션 타격감은 1편보다 2배로 UP된 느낌  간만에 스트레스확  날려버린 것 같아요~ 손석구 배우님 좋아하는데 악역 연기도 넘 잘 소화하시네요.
넥스트,1,전남자친구 OO화내네
극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,1,덕후들 자살이나 해라 이기야
월터의 상상은 현실이 된다,10,나의 인생영화 나에게 던지는 메세지들에 용기를 얻는다
러브 라이브! 선샤인!! 더 스쿨 아이돌 무비 오버 더 레인보우,1,덕후들 자살이나 해라 이기야
