영화명,평점,리뷰
범죄도시2,10,구씨 너무 멋있어요..몰입감 최고..연기 미쳤다 진짜..마블리 나올때마다 빵빵터짐ㅎㅎㅎ
어벤져스: 엔드게임,10,감동입니다 최고입니다
본 콜렉터,10,
범죄도시2,10,금방 큰딸과 와이프랑 보고나왔고...역시 실망을 안시키네요! 마형사님은! 손석구도 쎕니다...장첸보다 더쎈거같은 느낌..웃다가긴장하다가눈안떼고 봤네요..장이수역활 박지환배우는진짜 대박 감초임! 니네 뉘인줄 아뉘? 하얼빈의장첸이야!
범죄도시2,10,액션 코믹 진심 존잼이에요 올해 최고영화
범죄도시2,10,연기자 모두 연기 굿굿굿재밌어요
닥터 스트레인지: 대혼돈의 멀티버스,10,조~~~오~~~~올라 재미있다
오리엔트 특급 살인,6,예전에 결말을 알았지만 간만에 다시 보니 결말을 전혀 예측 못했다.. 잔잔하게 흘러가는 스릴러로 스릴감은 부족했다.
악마를 보았다,8,
시니어 이어,10,십대때 브리트니와 팝에미쳐잇었는데 추억의 노래 너무좋았습니다
스파이더맨: 노 웨이 홈,10,어 아ㅈ에이오우기십나가녿구
닥터 스트레인지: 대혼돈의 멀티버스,10,기대안하고 보면 재밌는 영화인것 같애용
범죄도시2,10,"액션 타격감이 1편보다 더 좋습니다.영화보는 내내 몰입도도 괜찮고, 재미있네요."
범죄도시2,10,1편만한 2편 보기어려운데 2편도 정말 즐겁게 봤습니다.
범죄도시2,10,1보다 재밌었어요.지친일상에 도움이 되는영화
범죄도시2,2,좃노잼 . 센텀 롯데시네마 5관 더워 디지는줄 알았네
범죄도시2,10,
"아치의 노래, 정태춘",10,뜨거운감동과 전율...  영화관에서 모처럼 느껴봤습니다 지인들에게 저극 추천하고 있어요
여름밤을 달려 봐,10,너무 힐링되는 영화 강추
범죄도시2,10,진짜 너무 재밌당 빨리 3도 보고싶어요
범죄도시2,10,마블보다 믿음의 마블리
아뉴스 데이,5,이 영화에서 느낄 수 있는건  전쟁의 폭력성뿐만이 아니다. 종교의 폭력성이 깊게 깔려 있다. 여성으로 구성된 수녀들역시 본인들의 종교적 신념앞에선 더 약한자를 폭력으로 누른다는 것
범죄도시2,10,시원한 액션 좋습니다~
범죄도시2,10,1보다 재밌다 장첸등장!
범죄도시2,10,
범죄도시2,10,동석오빠 형은 다 알수가있지?
어부바,10,바다를 배경으로 요즘 보기 드문 따뜻한가족 영화라서 좋았다.
범죄도시2,10,너무 재밌어요ㅎㅎ손석구님 연기 너무 잘하시고멋있음ㅎㅎ
범죄도시2,10,한국에서의 고유 액션씬과 코믹한 코드가 굳굳
"아치의 노래, 정태춘",10,시대의 흐름 속에서  정태춘 선생님 노래를 들으니 더욱더 큰 감동이었습니다. 지금  우리가 누리고 사는 평범한 일상은 그냥 이루진 것이 아니다라는 것을 다시 한번 느끼게 해준 영화였습니다. 주변에 추천하고픈 영화입니다.
범죄도시2,10,정말 팬더믹 이후 최고영화 입니다. 2편보기전에 3편 캐스팅기사보고 너무 급한거아닌가했는데 얼른 제작하셔야할듯 힙니다^^
범죄도시2,9,마동석 영화 ㅎㅎ 그냥 저냥 볼만함
범죄도시2,10,속이 후련합니다. 재미있어요
범죄도시2,10,
범죄도시2,10,좀 잔인하나코믹요소도 맞고 사이다 느낌도 있음~오랫만에 영화보며 웃었다
범죄도시2,10,1편만한 2편이 없다는데잼나다. 3편도 나올 듯.스트레스 확 사라짐^^
클레멘타인,10,한국영화의 미래가 무엇이냐 물으면 나는 주저없이 이 영화를 선택할 것이다.
범죄도시2,10,꼭 보세요 최고에요!!!
범죄도시2,10,재밌어요 역시는 역시 였어요 중간 중간 개그포인트도 좋았고마동석의 시원한 풀 스윙 액션이 굳~
닥터 스트레인지: 대혼돈의 멀티버스,7,기존 마블 시리즈와는 다르게 신선했어요. 기존 팬들은 싫어할만한 요소도 있네요. 그렇다고 진입장벽이 낮아 신규팬이들 좋아할만큼 좋은건 또 아니구요.
범죄도시2,10,손석구 배우의 연기가 너무 인상적이였습니다. 이 영화를 발판으로 영화계 씹어먹기를 응원해요 !!
베를린 천사의 시,10,"2차 세계대전 패배와 베를린 장벽 붕괴 사이, 잿빛 도시 속 곡예와 같이 위태로운 삶들 속 고독의 미학. 그 안에서 사랑을 배운, 사람이 된 천사가 지은 희망의 시."
범죄도시2,10,시원합니다아무리 뻔하더라도 마동석!그냥 다 뽝!
범죄도시2,9,볼만은함 1편같이대작은아님ㅋ 1편은장첸카리스마가한목함  구씨는 그런카리스마에서약함 영화는 볼만함
범죄도시2,10,와 1을 이긴 한국영화처음이다..마지막 버스신 소름돋아서 입이 안다물어졌다.
범죄도시2,10,재밌네요 배우분들 연기도 잘하고 ㅋㅋ
범죄도시2,10,너무 재밌었어요ㅠㅠ 중간중간 개그도 치고 완전 잼남ㅎㅎ
범죄도시2,10,정말유쾌하고 재밋고 글로표현할수없음저는 지금 두번째 보러갑니다.꼭! 봐야할 영화!
범죄도시2,10,마지막  마동석 멋짐 범죄도시 2도 성공했다
범죄도시2,10,"하나도 지루하지 않고, 배우 개개인 모두 빛이나는 영화였습니다!"
범죄도시2,10,1편 재밌으면 2편은 기대치가 높아서 별로 인경우가 많은데 재밌었어요범죄자가 불쌍하고 가끔 유머가 있어요마형사 액션은 불안함이 없어요
범죄도시2,10,재미있었는데 아무리 연기 잘하는 손석구라도 장첸의 그 임팩트는 깰수 없었다.
범죄도시2,10,범죄도시 1 의 빌런과 스토리 짜임새 시원한 액션 너무 재밌었어요
범죄도시2,8,1편만큼 재미있음. 타격감이 살아잇음.
범죄도시2,10,"1편만한 2편없댔는데 와우!!!시간가는줄 모르고 봤네요. 1편만큼 잔인한장면도 별로없고 부담스럽지않고, 마동석유머 역시 짱!!잼있습니돠!"
컷스로트 아일랜드,6,"제작사를 파산시켰다는 악명을 들었지만, 의외로 영화는 무난하게 볼만하다. 지금 봐도 박진감 넘치는 액션 장면은 근사하고, 전형적이지만 몰입이 되는 모험 이야기를 잘 전개하고 있다."
범죄도시2,10,범죄도시1 보다 유머가 더 들어가서 잔인한 장면도있지만 웃기고 재밌는 부분도 꽤있어요 ㅋㅋ역시 마동석  굿굿굿범죄도시라고 쓰고 마동석이라고 읽는다 ㅋㅋㅋ원래 1보다2가 재미가 대부분 없는편인데 범죄도시는 2도 잘만들어서 재밌어요ㅎㅎ 천만가자~~~~
범죄도시2,6,킬링타임용으로는...그 이상 그 이하도 아닌
자객 섭은낭,6,"캐릭터, 대사, 액션 모두 전형적인 중국 무협에서 탈피한 모습은 인상적이고, 몇몇 장면들은 아름답다. 하지만 그리 길지 않은 시간에 비해 너무나 느린 진행 속도는 때때로 지치게 만든다."
범죄도시2,10,시간가는줄 모르고봤네요 3편도 너무 기대됩니다!
세 얼간이,10,너무재미있음 ㅋㅋ그리고 이 영화 추천함
범죄도시2,10,간만에 재미있게 봤습니다. 정말 재밌었습니다
어부바,8,힐링 영화인 것 같아요 ㅎㅎ 재밌게 봤습니다
스플릿,10,
닥터 스트레인지: 대혼돈의 멀티버스,10,"오랜만에 영화관에서 봤는데, 몰입감도 좋고 역시 마블이란 생각을 했네요. 스트레스 풀리는 느낌! 너무 좋았어요"
범죄도시2,10,1편보다 유쾌하구요 액션 죽여줘요 1편에 안밀림 굿잡 또 볼거에요 굿??
범죄도시2,10,존잼이라 벌써 2번 봤네요 ㅋㅋ
범죄도시2,10,진짜 꿀쨈 와 밖에 안나와 ㅋㅋㅋ
범죄도시2,10,마동석영화중 최고 전편보다 훨씬재밌음
저지 드레드,10,영화가 시원시원하네요
범죄도시2,10,2편이 잘되기 힘든데이건 잼났습니당
닥터 스트레인지: 대혼돈의 멀티버스,10,보는데 시간이 엄청 빨리 갔다..ㅋㅋ
범죄도시2,10,다 때려눕힌다! 재미있어요
범죄도시2,10,와 1편보다 더 재밌어요…진심 꼭 보러가세요…..!미틴영화임….!!!
범죄도시2,10,와 손석구 광끼 무서워 ㅋㅋ
범죄도시2,10,스트레스풀림... 질리지가 않음
닥터 스트레인지: 대혼돈의 멀티버스,6,멀티버스보다는 멀티장르..호러 좀비 액션 드라마 생각나는 장르를 다 담았네...B급 영화보러온 느낌 기존 마블을 기대하진마세요..
범죄도시2,10,보통 전작보다 시리즈로 가면 후속편이 몰입도도 좀 떨어지고 스토리 완성도 라인도 미흡해지는 경우가 많은데... 이 영화는 1보다 더 실감나고 재밌어지고 흡입력이 최고였음 ㅋㅋ 주먹 하나로 조폭 살인자 놈들 때려잡는 마석도를 보며 속이 다 후련하고 통쾌해짐
범죄도시2,10,도로 걸어가는 뒤모습.졸라 멋짐.와....진짜....배경화면으로 최고.
범죄도시2,10,높은 몰입감 액션 멋져요
범죄도시2,10,여진친구랑 극장가서 쉬원하게 보고왔네요돈아깝지않았습니다 강추입니다
닥터 스트레인지: 대혼돈의 멀티버스,4,실망  여름용 공포3류영화 그이상그이하도 안됨 딱  돈주고보기아까운데 코로나풀리고 많이들보셨네
닥터 스트레인지: 대혼돈의 멀티버스,10,만족스럽게 잘 봤어요
범죄도시2,10,손석구 배우님너무 섹시해요 추앙합니다??????
범죄도시2,10,구씨 가슴이 다했다 잊혀지지가 않네
범죄도시2,10,개재밌음ㅇㅇ기대안했는데 기대이상
범죄도시2,9,
범죄도시2,10,코로나 때문에 영화관도 못 갔었는데 기대지수 4만 넘는 것과 일치하게도 영화관이 엄청 꽉 차있었다.. 너무 재밌었고 극장 안의 사람들이 하하호호 웃는 게 너무 오랜만이라 눈물 났었음 ㅠㅅㅠ 박지환이 마지막 즈음에 장첸 따라하는 것도 넘 웃겼고 ㅋㅋㅋㅋ
범죄도시2,10,
범죄도시2,10,너무너무 재밌습니다.진심입니다.또 보고싶습니다.
범죄도시2,10,진짜 개시원하고 개꿀잼동석이형 10년만 더 열일해주세요 ㅠㅠ
범죄도시2,10,2022년 역대급 영화입니다~
닥터 스트레인지: 대혼돈의 멀티버스,3,시진핑 돼지ㅅ ㄲ 닮은 못생긴 중국놈 왜 자꾸 나와 안구 더러워지게
범죄도시2,10,오랜만에 본 재밌는 영화
케로로 더 무비: 드래곤 워리어,10,
범죄도시2,10,손석구 연기 진짜 대박임
닥터 스트레인지: 대혼돈의 멀티버스,8,실감나는 장면이 인상깊었어요.
범죄도시2,8,타격감 미춋다마동석 이라서 가능한 액션속편 제대로 뽑았다3도 잘 나와주길!!
범죄도시2,10,굳이에요 굳굳굳~~~~=
범죄도시2,10,
범죄도시2,10,
존 윅,10,낮은 평점을 받을만한 영화가 아님지금도 이만한 영화가 없음남의 것을 탐하지말라~~
걸캅스,10,
범죄도시2,10,
범죄도시2,10,믿고보는 시원시원한 마동석표 액션
범죄도시2,10,역시 실망시키지 않는 동석이형사이다전개 너무너무좋다
범죄도시2,10,재미나게 봤네요마동석도 직접보구요^^
범죄도시2,10,최고!!!!마동석 구씨 둘다 최고!!!
범죄도시2,10,한시간반동안 지루 하지 않고 넘 재미있어요 액션 개그 짱
범죄도시2,10,간만에 재밌는 영화 감사합니다. (손석구 배우님 연기 최고에요)
범죄도시2,10,버스에서 누가 5:5하자는데 마동석이 누가 5야 하는게 너무 웃겼음
범죄도시2,10,1보다 재밌어요 강추!
범죄도시2,10,손석구 흥하세요 ㅠㅠㅠ
중경삼림,10,이 시기의 홍콩은 대체 뭐길래 좋은 영화가 쏟아져나왔는지 그 세대가 아니어서 알수는 없지만 엄청 매력적인것만은 확실하다캐스팅 연출 브금 완벽함
범죄도시2,10,타격감도 너무 시원하고… 루즈해지는 부분 없이 러닝타임 내내 집중해서 넘 재밌었음!! 그리고…… 손석구 진짜 넘 섹시하다 ㅠ ㅠ ㅠ ㅠ
범죄도시2,10,개꿀잼1편 안봤다면 보고들어가고~
곡성(哭聲),9,진짜 개무서워요 와 친구랑 보는데 손에 땀 미친듯이 나고 ㅠㅠㅠㅠ 아쉬운 점은 딱히 없었는데 결말이 약간 허무했어용 그거 빼면 다 괜찮은 거 같아요 연기도 훌륭했고 음산한 분위기도 너무 잘 살렸고~ 진짜 무서웠어용 ㅋ ㅋ
사이버 지옥: N번방을 무너뜨려라,10,진짜 손떨려서 심장 떨려 보기 힘들었어요 처벌이 너무 약합니다 40년뒤에 세상밖에 나온다는게 믿어지지 않습니다
범죄도시2,10,유쾌 상쾌 통쾌 생각없이 넋놓고 보기
범죄도시2,9,재밌게 봐서 시간순삭~ 닥터스트레인저2보다 훨씬재밌음
닥터 스트레인지: 대혼돈의 멀티버스,7,보다졸앗습니다 먼거 잘만든거같지만 몰입이안되고 졸림
닥터 스트레인지: 대혼돈의 멀티버스,8,닥터 스트레인지 공포바전
범죄도시2,10,기대이상 역시 마동석! 믿고봐용 ㅠㅠ
범죄도시2,10,완전 강추. 전혀 돈아깝지않았고 1도 완전잼있어서 2나온다길래 기대 정말 엄청했는데 미친듯이 기대한만큼 정말 미쳤음. 정말 강추.
사생결단,6,배우들 연기는 잘했다 연출이 잘못되었을 뿐
범죄도시2,10,오늘 보고 왔어요. 시간가는 줄 모르고 봤네요. 강추
범죄도시2,9,마동석으로 하루만 살아보고 싶을 정도로 짜릿한 액션이였습니다..♡
범죄도시2,9,
범죄도시2,10,아 역시 손석구 마블리 최강조합 사랑해요 마동석표 액션은 속이 다 시원하네요 또 잔인한 액션영화 안 좋아하는데 또  보고싶은 흔치않은 영화입니다 사실 범죄도시1 잔인하다구해서  안봤는데 지금 보러갑니다~
범죄도시2,10,범죄도시1이랑은 다르게 또 엄청재밌어요.개꿀잼
범죄도시2,10,처음부터 끝까지 많이 웃었고 몰입도도 장난아님ㅋㅋㅋ최고에요
어부바,1,정준호도 갈때까지 갔네ㅡㅡ
범죄도시2,9,배우들의 몸을 던지는 연기와 액션 빠른 스토리 전개가 최고 입니다잔인한 살인 장면은 좀 ㅠㅠ
노트북,10,로맨스 최고의 명작 나도 이런 사랑 할 수 있을까
범죄도시2,10,1편보다는 잔인하지않지만 정말웃기고 재밌습니다..꼬옥~~~보세여~~
범죄도시2,10,"쉴틈없이 재밌음, 엄마랑 한번 더 봐야겠다"
범죄도시2,10,역시 믿고보는 범죄도시
범죄도시2,10,진짜 재밌다 보기 잘함 범죄도시3도 나오면 좋겠음
범죄도시2,6,장이수의 인생은 고달프다..?? 이수는 운전을 잘하니까 운전수로 새인상을 살면 되겠습니다~~
그물,10,뒤늦게 유튜브 통해서 요약 영상만 보게 되었는데도 류승범 배우의 연기에 눈물이 흘렀습니다
해적: 도깨비 깃발,2,1편과 닮은점이 1도 없고 가식적이고 어색해서 보기 불편하다
범죄도시2,10,1편보다 재밌음 스트레스 해소~~
범죄도시2,10,굿 좋아요 재밌게 봤습니다.
범죄도시2,10,웃기는데 시원하고....
범죄도시2,10,쟈밌다. 2가 재밌기는 쉽지않는데
매트릭스: 리저렉션,10,재밌는데 이해들을 못해서 그런가?ㅋ 포트 방법의 개선이나 이분법적 세계관의 수정... 모든게 좋았다ㅎ무엇보다 다시 볼 수 있던거 자체가 좋았음ㅋ
범죄도시2,7,
범죄도시2,10,장이수 진짜재밋음 ㅋㅋ
범죄도시2,10,시간가는줄 모르고봤어요 꼭보세요
범죄도시2,10,손석구 연기 대박입니다...
범죄도시2,4,불필요하게 과한 잔인함과 과한 사운드 ….이게 어떻게 15세인지…충분히 19세 받았어야 마땅함 영화보는 내내 눈살 찌푸려짐
범죄도시2,10,마동석 액션 통쾌합니다
범죄도시2,10,간만에 재밌게 본 영화 ㅋㅋㅋㅋ 진짜 마블리는 이제 한국의 드웨이존슨이다..???
닥터 스트레인지: 대혼돈의 멀티버스,1,너무 색달라서 그런지 가장 정떨어지는 시리즈라는 느낌을 받았네요
범죄도시2,10,아주 즐겁고 유쾌하고 통쾌하네요손석구씨 고생 많으셨습니다 나의 해방일지 잼있게 보고 있는데 범죄도시 생각날 것 같아요그리고 나쁜사람 잡는 더 나쁜사람같은 형사 마동석씨 너무 즐겁게 보았습니다
남과 여,9,수OO이 지난 지금봐도 여전히 감각적이고 세련된 영화
닥터 스트레인지: 대혼돈의 멀티버스,2,
범죄도시2,10,최고네요! 어쩌면 1보다 더 재밌게 느껴집니다
이상한 나라의 수학자,10,수학이 하고 싶어져서 재수를 택했습니다.
범죄도시2,10,1을 능가하는 2는 없는 것이 정설이지만..제 개인적인 생각으로는 범죄도시2는 정설을 깬듯 합니다.1의 장첸은 잊어라!!!
범죄도시2,10,ㅈㄴ 재밌음ㅋㅋ 안보면 후회함ㄹㅇ 5ㄷ5로 나누자! 누가 5야?
범죄도시2,10,시간 가는 줄 모르고 재미있게 봤어요
닥터 스트레인지: 대혼돈의 멀티버스,10,완다가 행복했으면 좋겠다..
범죄도시2,10,범죄도시1보다 더 재밌게 봤고1편은 청불이었는데 2는 15세라 더 흥행 할듯
범죄도시2,8,꿀잼  강해상 너무 무서웟어
범죄도시2,10,재밌게 보면 됩니다.잘 보았습니다.
범죄도시2,10,정말 전개가 빠르고 영화가 계속 보는게 아쉬울 정도로 재밌어서 시간이 진짜 빨리 간듯. 적당히 유머도 섞여있고 마동석배우 액션신 멋있고 강해상빌런도 연기를 너무 잘함. 내 생각으로는 1보다 더 재밌는듯
범죄도시2,10,마동석이 범죄자들 때릴 때마다 쾌감 장난 아님 긴장감도 상당함!!!
닥터 스트레인지: 대혼돈의 멀티버스,2,재미없음 멀티버스 세계관 모르고 봐서 모르겠다.. 최악 보다 잠이 왔는데. 그래도 뭔가 cg가 있어서.  그래도 그나마 나음
닥터 스트레인지: 대혼돈의 멀티버스,2,재미없음 멀티버스 세계관 모르고 봐서 모르겠다.. 최악 보다 잠이 왔는데. 그래도 뭔가 cg가 있어서.  그래도 그나마 나음
범죄도시2,10,와이플될사람이랑 첫 영화로 봤어요너무 재밌어용저도 벌크업 하려구요
범죄도시2,10,배우들 연기최고입니다.범죄도시 1을 봤어서 비슷하여 재미없지는 않을까 생각했던 제 자신이 바보같을정도로 범죄도시2 너무 재밌어요!!! 웃느라 시간가는줄 모르고 봤습니다!영화에 출연해주신 모든 배우분들 연기 최고입니다??
범죄도시2,9,장차 한국의 마블 시리즈가 될 수 있을 마동석유니버스
브이아이피,10,다시 봤는데 잔인한거 빼면 스토리 좋고 시간가는 줄 모르고 잘 봤습니다.
범죄도시2,9,오늘 보고왔는데 지루하지않고 넘 잼나게 봤어요.마동석과 손석구 매력쩌네욤~~^^
범죄도시2,9,1편을 너무 잼있게 봐서 2편도 기대를 많이 했습니다. 결론은 돈 안아까우니 보셔도 될듯....지루할 틈이 없었고...유머코드도 중간 중간 있어서 빵터짐니다 ㅋ  한국판 히어로물 느낌?  초능력 없고....오직 힘으로만 싸우는 히어로 ㅋ 1편을 능가하지는 않지만 충분한 재미는 보장 !!!
범죄도시2,10,손석구 연기+마동석 주먹+코믹요소= 최고
닥터 스트레인지: 대혼돈의 멀티버스,10,미쳤다 마블 사랑해요 오이 오빠 최고연기력 무슨일이야 우리 완다 불쌍해서 어떡하지 그래도 사랑해 여러분 무조건 보세요 최고입니다.
"어디갔어, 버나뎃",10,나에게 있어서 최고의 인생영화인 것 같다?
범죄도시2,4,1편에 비해 너무 재미없음
범죄도시2,10,하나부터 열까지 모든게 완벽했다 고민보다 고 당장 보러가세요 진짜 재밌어요 스트레스 풀려요
범죄도시2,9,누리랑 재밌게봤어요 :)누워있어
범죄도시2,10,곧 천만돌파할 듯 !  너무 재밌어요~~!!  몰입도 장난아닙니다 ~  ㅋㅋ
범죄도시2,10,정말 대박 범죄자를 때려 잡는 마동석 버스 신 최고 개연성도 있고 연출력 코믹 연기 대박입니다. 10점 만점 중에 만점줍니다. 후회없는 영화입니다. 역대급 영화 올해 탄생
범죄도시2,10,진짜 믿고 본다 ㅋㅋㅋ 마동석최고
범죄도시2,10,대존잼꿀잼요 재밋엇요
범죄도시2,10,이번에 개그 요소도 많이 있어서 중간중간 웃고 엑스트라 싸움씬이 엄청 좋아진듯요
닥터 스트레인지: 대혼돈의 멀티버스,7,역시 영화계 프랜차이즈
범죄도시2,10,1편을 능가하네요.즐감했습니다~~마석도 짱!
범죄도시2,10,미쳐따 이건정말로다가
앵커,8,볼만하네요~~저 평점은 잘못된듯요역시 믿고보는 신하균~ㅎ
범죄도시2,10,진짜 아내랑 시간가는지 모르고 봤어요!!!지금 범죄도시1 정주행 중임다!!!
범죄도시2,10,지금 보고나왔는데.지루하지않고 너무 잼났어요...올해 본 영화중에  최고였어요.연기자 모두  연기 너무 잘하더라구요.추천합니다~~
이미테이션 게임,8,역시 실화가 주는 힘이 있음!
닥터 스트레인지: 대혼돈의 멀티버스,10,역대 닥터 스트레인지 영화 같음! 연출도 대박!
범죄도시2,10,아주 재밌음 더위가 날라감
범죄도시2,8,너무 잔인해요..ㅠㅠ
범죄도시2,10,와 진짜 너무너무 재밌어요 !!!!진짜 최고!!지루할 틈이 없음
범죄도시2,10,시원시원 합니다!!!
범죄도시2,10,진짜 시간가는줄 모르고 봄.19금으로 나왔으면 더 좋았을것같음
범죄도시2,10,기승전결 완벽 지루할틈이없네요!!!
범죄도시2,10,
범죄도시2,10,"간만에 극장에서 정말 재밌게봤습니다(액션,연기,적절한유머)"
범죄도시2,10,마동석 액션은 꿀잼 예약이지 ㅋㅋ
"아치의 노래, 정태춘",10,윤석열이 뽑아주는 민지들은 반성해라
범죄도시2,10,마동석 매력 듬뿍. 한국 영화의 수퍼 히어로 인정합니다.
닥터 스트레인지: 대혼돈의 멀티버스,10,"카메라 액팅과 구도의 교보재처럼 만들어졌다그래서 종종 뻔하기도, 너무 김이 새기도 하지만 그래도 교보재임에는 틀림없다"
잭 더 자이언트 킬러,6,킹콩 보다가 이거 보니 이거 완전 유치하네.
범죄도시2,10,꼭보세요  여러번보세요  핵쨈~장이수  제이블랙 닮았고  손석구  OO쉬~
범죄도시2,10,때리는 소리 찰지구여~~
범죄도시2,10,그냥 꿀잼 한번 더 봐야지
범죄도시2,10,1편만큼재밌어요 ㅋㅋㅋ
범죄도시2,10,구씨ㅜㅜ달리기할때 무섭ㅜㅜ
워리어,10,"여기에서도 보다시피  자라온 환경이 중요...   아버지의 부재,  형제간의 금이간  우애."
범죄도시2,8,한국의 아놀드형~ 카타르시스 폭발. 3편이 기대되요
범죄도시2,10,우리나라 공권력이 더 강해져서 안전함 대한민극이되었으면 좋겠습니다. 경찰들 너무 약해여
어디선가 누군가에 무슨 일이 생기면 틀림없이 나타난다 홍반장,10,김주혁 배우님이 진정 그립습니다. 홍반장 캐릭터의 창시자 시죠.
범죄도시2,8,"경찰.형사 역할의 배우들에겐 역시나 감명깊지 않앗고 오히려 악역들의 소름끼치는 눈빛, 말투 등의 연기가 영화의 퀄을 살렷다.마동석 일당들의 중간중간 되도않는 오바스러운 드립이나 개그 등... 1편에 비해 재밋어 보이려 의식한게 보여 오그라들엇고 잘 나가던 영화의 질을 낮추어 버린듯 하다."
범죄도시2,10,마동석 짱!  범죄도시3  기대합니다~
범죄도시2,9,미국은 마블 한국은 마블리~시간 가는줄 모르고 봤네요
범죄도시2,10,속도감 있는 액숀 스트레스 풀리고 좋았어요 ㅋ
범죄도시2,10,진짜 코미디+액션 그래서 시즌1보다 재밌어요.
범죄도시2,10,이게 영화지 ㄹㅇㅋㅋ?!
범죄도시2,9,킬링타임 너무 좋다 지루하지 않고 너무 재밌어 역시 마동석 !! 손석구도 너무 멋있고 손석구 너무 좋아ㅠㅠㅠㅠ
범죄도시2,10,너무 시원해요!! 타격감 굿굿
범죄도시2,9,"범죄도시1보다 스토리는 얉은 느낌도 들지만 웃음, 재미코드가 많았어요. 장기간 코로나로 지쳐있던 기분을 풀어주는 느낌이었습니다."
범죄도시2,6,"액션, 캐스팅은 좋으나 억지개그 연출이 너무 과하고 촌스러움.. 추석 가족영화 느낌. 유머코드는 전편이 훨씬 세련되게 표현함. 손석구는 대박인듯"
범죄도시2,10,
범죄도시2,10,꿀잼이네요전편보다 덜하지만간만에 잼있었어요
범죄도시2,10,올해 청룡은 장이수가 받아야된다
범죄도시2,10,박자환배우님 리번 연기가 훨씬 재미나고 행복을 엄청 얻었어요 꼭3에도 뵐께요
범죄도시2,10,3가 기다려지는 속편 마동석장르는 언제나 새롭다
범죄도시2,10,속편이 정말 정성스럽다 한국판 어벤져스
범죄도시2,10,마동석배우 사랑합니다
태극기 휘날리며,10,나라를 위해 희생하신 희생하시고 계신 모든 국군장병들에게 감사의 인사 남깁니다
범죄도시2,10,"액션, 코미디, 잔인함 삼박자가 맞아들어가는 영화"
범죄도시2,10,간만에  빵빵 재밌게 봤음
범죄도시2,10,와 마동석 진짜 ㅠ 너무 재밌어요
택시운전사,10,광주 시민 분들 감사합니다 518 민주화 운동 관련된 것만 보면 가슴이 먹먹해져요 같은 국민으로서 도움이 되지 못한게 너무 부끄럽습니다 우리나라 아픈 역사를 왜곡하는 말들에 상처받지마세요 우리 모두가 그때의 진실을 알고 있습니다
닥터 스트레인지: 대혼돈의 멀티버스,9,완다비전과 스파이더맨 노 웨이 홈 등을 보고 연장선임을 충분히 이해할 수 있었어요! 완다랑 닥스의 혈투는 정말 지략 싸움으로 보는 내내 숨죽였고 긴장감있으니 마블 덕후라면 꼭 관람 필수
범죄도시2,10,재밌네요 댓글알바아닌거같네용
범죄도시2,10,1편도 안봤고 무서운 영화 원래 안보는데 동생이 보여줘서 봤어요 짱짱 너무 몰입해서 재밌게봤어요~ 최고예요!! 집에 와서 1편도 찾아봤구요 3편도 기대됩니다~ ㅎㅎㅎ
범죄도시2,10,범죄도시1만큼 재밌음 시간가는줄도 모르고 봄
범죄도시2,10,시종일관 대사도 유쾌하고 액션도 리얼하고 재밌었어요
범죄도시2,10,졸잼 범죄도시 3도 기다립니다 ??
남매의 여름밤,9,옥주야 네 눈은 네 생각보다 훨씬 이쁘고 네 동생은 네 생각보다 훨씬 다정하다
범죄도시2,10,재미있어요 ㅎㅎ 집가서 또 봐야지
범죄도시2,9,즐겁게 볼수있는 액션영화
범죄도시2,10,시원시원한 액션이 너무 마음에 든다
범죄도시2,10,마동석 액션은 이거지 재미나게 웃고 왔네요
범죄도시2,10,와~액션 시원하네요~~나오신 배우분들 연기다 잘하시구요~마요미 짱~~
범죄도시2,10,1편보다 더웃겨졌고 더액션지리고 연기도지리고 진짜너무재밌음 두세번볼거임
목격자,2,"암걸릴뻔함 진짜,, 시간낭비드"
범죄도시2,10,감독 바꼈는데 이 정도로 1편과 비슷하게 살리기 ㅈㄴ 힘들었을텐데 개그도 있었고 개재밌었고 속도감도 미쳤고 손석구 연기력 진짜 미쳤다.. 바지가 축축하다
범죄도시2,10,너무 재밌어요!!!강추 강추
범죄도시2,10,너무 재밌어요!!!강추 강추
범죄도시2,9,포인트1. 강해상 vs 한국조폭 원테이크2. 믿고 보는 액션씬3. 마동석과 반장 케미4. 장이수 유머 킬포아쉬운점1. 전작과 거의 유사한 스토리라인
버블,2,내내 기대하면서봤는데마지막 클라이맥스 장면에서도 딱히 재밌다고 느끼지못함인류의 0.1퍼 정도는 재밌다고 할지도..
범죄도시2,10,강추합니다. 빨리 보러 가세요
지오스톰,10,미국 재난영화는 오랜만이여서 그런지 재밌었음 !
범죄도시2,10,기대이상!  깨알 재미! 몇번을 봐도 잼남
범죄도시2,10,니 ~ 내 누군지 아~나~ㅋ  근래 한국영화중 가장만족.
범죄도시2,10,장첸이 너무 강렬해서 어쩌나 싶었는데 와...손석구 배우님 감동입니다.오버하지 않은 진짜 그대로의 양아치 모습과 뭐라 말 못할듯. 최고의 배우
범죄도시2,10,시간 가는줄 모르고 봤네요..
범죄도시2,10,몇년안에 본 영화중엔 젤 잼있게 본것 같네요시원시원 합니다
